country,essround,year,stfeco_value,share
IE,1,2003.0,6,0.12779711586275486
IE,1,2003.0,7,0.11039283938339135
IE,1,2003.0,8,0.0591745400298359
IE,1,2003.0,9,0.016409746394828444
IE,1,2003.0,10,0.009945300845350571
IE,1,2003.0,88,0.02187966185977126
IE,1,2003.0,99,0.012928891098955743
IE,1,9999.0,2,0.125
IE,1,9999.0,3,0.625
IE,1,9999.0,5,0.25
IE,2,2005.0,0,0.017935258092738406
IE,2,2005.0,1,0.014435695538057743
IE,2,2005.0,2,0.021872265966754154
IE,2,2005.0,3,0.03062117235345582
IE,2,2005.0,4,0.05380577427821522
IE,2,2005.0,5,0.13342082239720035
IE,2,2005.0,6,0.12773403324584426
IE,2,2005.0,7,0.19335083114610674
IE,2,2005.0,8,0.22615923009623798
IE,2,2005.0,9,0.10236220472440945
IE,2,2005.0,10,0.050306211723534555
IE,2,2005.0,88,0.01837270341207349
IE,2,2005.0,99,0.009623797025371828
IL,1,2002.0,0,0.2929771650150797
IL,1,2002.0,1,0.11460577337354588
IL,1,2002.0,2,0.16544592847910383
IL,1,2002.0,3,0.12537699267557087
IL,1,2002.0,4,0.0973718224903059
IL,1,2002.0,5,0.08616975441619991
IL,1,2002.0,6,0.05084015510555795
IL,1,2002.0,7,0.026712623869021974
IL,1,2002.0,8,0.01809564842740198
IL,1,2002.0,9,0.005170185264971995
IL,1,2002.0,10,0.006462731581214994
IL,1,2002.0,88,0.00990952175786299
IL,1,2002.0,99,0.0008616975441619991
IL,1,2003.0,0,0.18633540372670807
IL,1,2003.0,1,0.12422360248447205
IL,1,2003.0,2,0.19254658385093168
IL,1,2003.0,3,0.17391304347826086
IL,1,2003.0,4,0.06832298136645963
IL,1,2003.0,5,0.09937888198757763
IL,1,2003.0,6,0.07453416149068323
IL,1,2003.0,7,0.055900621118012424
IL,1,2003.0,8,0.012422360248447204
IL,1,2003.0,88,0.012422360248447204
IL,1,9999.0,0,0.29411764705882354
IL,1,9999.0,1,0.058823529411764705
IL,1,9999.0,2,0.17647058823529413
IL,1,9999.0,3,0.17647058823529413
IL,1,9999.0,4,0.058823529411764705
IL,1,9999.0,5,0.17647058823529413
IL,1,9999.0,7,0.058823529411764705
IS,2,2005.0,0,0.022452504317789293
IS,2,2005.0,1,0.018998272884283247
IS,2,2005.0,2,0.024179620034542316
IS,2,2005.0,3,0.05008635578583765
IS,2,2005.0,4,0.055267702936096716
IS,2,2005.0,5,0.12953367875647667
IS,2,2005.0,6,0.13126079447322972
IS,2,2005.0,7,0.21243523316062177
IS,2,2005.0,8,0.20898100172711573
IS,2,2005.0,9,0.08117443868739206
IS,2,2005.0,10,0.025906735751295335
IS,2,2005.0,88,0.027633851468048358
IS,2,2005.0,99,0.012089810017271158
IT,1,2003.0,0,0.056338028169014086
IT,1,2003.0,1,0.05136702568351284
IT,1,2003.0,2,0.07622203811101906
IT,1,2003.0,3,0.15410107705053852
IT,1,2003.0,4,0.18061309030654515
IT,1,2003.0,5,0.20298260149130073
IT,1,2003.0,6,0.13504556752278377
IT,1,2003.0,7,0.0695940347970174
IT,1,2003.0,8,0.020712510356255178
IT,1,2003.0,9,0.00579950289975145
IT,1,2003.0,10,0.0016570008285004142
IT,1,2003.0,88,0.045567522783761395
LU,1,2003.0,0,0.012242268041237113
LU,1,2003.0,1,0.002577319587628866
LU,1,2003.0,2,0.01095360824742268
LU,1,2003.0,3,0.03672680412371134
LU,1,2003.0,4,0.047036082474226804
LU,1,2003.0,5,0.16108247422680413
LU,1,2003.0,6,0.11597938144329897
LU,1,2003.0,7,0.18621134020618557
LU,1,2003.0,8,0.18685567010309279
LU,1,2003.0,9,0.08440721649484537
LU,1,2003.0,10,0.07216494845360824
LU,1,2003.0,77,0.0006443298969072165
LU,1,2003.0,88,0.07989690721649484
LU,1,2003.0,99,0.0032216494845360823
LU,2,2004.0,0,0.015733165512901194
LU,2,2004.0,1,0.007551919446192574
LU,2,2004.0,2,0.011327879169288861
LU,2,2004.0,3,0.045940843297671494
LU,2,2004.0,4,0.059786028949024544
LU,2,2004.0,5,0.1592196349905601
LU,2,2004.0,6,0.11516677155443675
LU,2,2004.0,7,0.1919446192573946
LU,2,2004.0,8,0.2026431718061674
LU,2,2004.0,9,0.07048458149779736
LU,2,2004.0,10,0.051604782882315924
LU,2,2004.0,88,0.06859660163624921
LU,2,2005.0,2,0.021739130434782608
LU,2,2005.0,4,0.10869565217391304
LU,2,2005.0,5,0.17391304347826086
LU,2,2005.0,6,0.06521739130434782
LU,2,2005.0,7,0.2391304347826087
LU,2,2005.0,8,0.30434782608695654
LU,2,2005.0,9,0.021739130434782608
LU,2,2005.0,10,0.021739130434782608
LU,2,2005.0,88,0.043478260869565216
NL,1,2002.0,0,0.0230505149583129
NL,1,2002.0,1,0.016674840608141245
NL,1,2002.0,2,0.036292300147130946
NL,1,2002.0,3,0.08092202059833252
NL,1,2002.0,4,0.13241785188818048
NL,1,2002.0,5,0.18832761157430114
NL,1,2002.0,6,0.21432074546346247
NL,1,2002.0,7,0.19813634134379599
