country,year,middle_class_wealth_share
DO,1982,0.3011
DO,1983,0.301
DO,1984,0.3009
DO,1985,0.3014
DO,1986,0.301
DO,1987,0.3013
DO,1988,0.3011
DO,1989,0.3013
DO,1990,0.3009
DO,1991,0.3016
DO,1992,0.3014
DO,1993,0.3009
DO,1994,0.3015
DO,1995,0.3016
DO,1996,0.3011
DO,1997,0.3012
DO,1998,0.3009
DO,1999,0.3013
DO,2000,0.3013
DO,2001,0.3012
DO,2002,0.3012
DO,2003,0.3015
DO,2004,0.3014
DO,2005,0.301
DO,2006,0.3012
DO,2007,0.3016
DO,2008,0.3014
DO,2009,0.3015
DO,2010,0.3013
DO,2011,0.3011
DO,2012,0.301
DO,2013,0.2727
DO,2014,0.3078
DO,2015,0.2976
DO,2016,0.2825
DO,2017,0.3145
DO,2018,0.2956
DO,2019,0.3179
DO,2020,0.3306
DO,2021,0.3424
DO,2022,0.3565
DO,2023,0.3598
DO,2024,0.3598
DZ,1820,0.2181
DZ,1850,0.2061
DZ,1880,0.2009
DZ,1900,0.2033
DZ,1910,0.2147
DZ,1920,0.2147
DZ,1930,0.2147
DZ,1940,0.2157
DZ,1950,0.3333
DZ,1960,0.2664
DZ,1970,0.2664
DZ,1980,0.3559
DZ,1981,0.3559
DZ,1982,0.3558
DZ,1983,0.3558
DZ,1984,0.3559
DZ,1985,0.3558
DZ,1986,0.356
DZ,1987,0.356
DZ,1988,0.3559
DZ,1989,0.3559
DZ,1990,0.356
DZ,1991,0.3559
DZ,1992,0.3561
DZ,1993,0.3559
DZ,1994,0.3558
DZ,1995,0.3558
DZ,1996,0.3561
DZ,1997,0.3557
DZ,1998,0.3558
DZ,1999,0.356
DZ,2000,0.356
DZ,2001,0.356
DZ,2002,0.3559
DZ,2003,0.3558
DZ,2004,0.356
DZ,2005,0.3558
DZ,2006,0.356
DZ,2007,0.3585
DZ,2008,0.3611
DZ,2009,0.3628
DZ,2010,0.3645
DZ,2011,0.3661
DZ,2012,0.3565
DZ,2013,0.3371
DZ,2014,0.3371
DZ,2015,0.337
DZ,2016,0.337
DZ,2017,0.3371
DZ,2018,0.3362
DZ,2019,0.3364
DZ,2020,0.336
DZ,2021,0.3357
DZ,2022,0.3358
DZ,2023,0.3367
DZ,2024,0.3372
EC,1980,0.3019
EC,1981,0.3018
EC,1982,0.302
EC,1983,0.3016
EC,1984,0.3018
EC,1985,0.302
EC,1986,0.3018
EC,1987,0.3017
EC,1988,0.3019
EC,1989,0.3021
EC,1990,0.3021
EC,1991,0.302
EC,1992,0.302
EC,1993,0.3021
EC,1994,0.3017
EC,1995,0.3021
EC,1996,0.2982
EC,1997,0.2977
EC,1998,0.3019
EC,1999,0.2995
EC,2000,0.3017
EC,2001,0.3017
EC,2002,0.309
EC,2003,0.3143
EC,2004,0.3185
EC,2005,0.3227
EC,2006,0.3379
EC,2007,0.3028
EC,2008,0.3305
EC,2009,0.3407
EC,2010,0.3251
EC,2011,0.3596
EC,2012,0.3506
EC,2013,0.3572
EC,2014,0.3625
EC,2015,0.3674
EC,2016,0.3697
EC,2017,0.366
EC,2018,0.3614
EC,2019,0.3626
EC,2020,0.3512
EC,2021,0.3469
EC,2022,0.3556
EC,2023,0.3583
EC,2024,0.3583
EE,1980,0.3473
EE,1981,0.3473
EE,1982,0.3473
EE,1983,0.3473
EE,1984,0.3473
EE,1985,0.3473
EE,1986,0.3473
EE,1987,0.3473
EE,1988,0.3473
EE,1989,0.3459
EE,1990,0.342
EE,1991,0.3332
EE,1992,0.3321
EE,1993,0.3259
EE,1994,0.3227
EE,1995,0.323
EE,1996,0.3175
EE,1997,0.3179
EE,1998,0.3226
EE,1999,0.3236
EE,2000,0.3223
EE,2001,0.3252
EE,2002,0.3198
EE,2003,0.32
EE,2004,0.3252
EE,2005,0.3152
EE,2006,0.3257
EE,2007,0.3276
EE,2008,0.3312
EE,2009,0.3384
EE,2010,0.3332
EE,2011,0.331
EE,2012,0.3278
EE,2013,0.3284
EE,2014,0.324
EE,2015,0.3332
EE,2016,0.3348
EE,2017,0.3265
EE,2018,0.3263
EE,2019,0.3157
EE,2020,0.3157
EE,2021,0.3146
EE,2022,0.31
EE,2023,0.3115
EE,2024,0.3089
EG,1820,0.2006
EG,1850,0.2035
EG,1880,0.2156
EG,1900,0.2176
EG,1910,0.2151
EG,1920,0.2151
EG,1930,0.2151
EG,1940,0.2152
EG,1950,0.2152
EG,1960,0.2178
EG,1970,0.201
EG,1980,0.355
EG,1981,0.3549
EG,1982,0.3549
EG,1983,0.355
EG,1984,0.3549
EG,1985,0.3549
EG,1986,0.355
EG,1987,0.355
EG,1988,0.355
EG,1989,0.355
EG,1990,0.355
EG,1991,0.3557
EG,1992,0.3563
EG,1993,0.3565
EG,1994,0.357
EG,1995,0.3574
EG,1996,0.3517
EG,1997,0.3455
EG,1998,0.3335
EG,1999,0.3271
EG,2000,0.3291
EG,2001,0.33
EG,2002,0.3314
EG,2003,0.3323
EG,2004,0.3333
EG,2005,0.3334
EG,2006,0.3335
EG,2007,0.3299
EG,2008,0.3249
EG,2009,0.3435
EG,2010,0.3474
EG,2011,0.3429
EG,2012,0.3426
EG,2013,0.335
EG,2014,0.3306
EG,2015,0.3286
EG,2016,0.3321
EG,2017,0.3306
EG,2018,0.3304
EG,2019,0.332
EG,2020,0.3427
EG,2021,0.3429
EG,2022,0.3429
EG,2023,0.3399
EG,2024,0.3367
ER,1980,0.267
ER,1981,0.2671
ER,1982,0.2666
ER,1983,0.267
ER,1984,0.267
ER,1985,0.2671
ER,1986,0.2668
ER,1987,0.2669
ER,1988,0.2669
ER,1989,0.2664
ER,1990,0.2665
ER,1991,0.2666
ER,1992,0.2667
ER,1993,0.2665
ER,1994,0.2665
ER,1995,0.267
ER,1996,0.3084
ER,1997,0.3319
ER,1998,0.3557
ER,1999,0.3679
ER,2000,0.3676
ER,2001,0.3674
ER,2002,0.3671
ER,2003,0.3666
ER,2004,0.3662
ER,2005,0.3655
ER,2006,0.3647
ER,2007,0.364
ER,2008,0.363
ER,2009,0.3626
ER,2010,0.3619
ER,2011,0.3616
ER,2012,0.3609
ER,2013,0.3603
ER,2014,0.3598
ER,2015,0.3588
ER,2016,0.3618
ER,2017,0.3635
ER,2018,0.3658
ER,2019,0.3681
ER,2020,0.3697
ER,2021,0.3707
ER,2022,0.3708
ER,2023,0.3707
ER,2024,0.3708
ES,1820,0.1837
ES,1850,0.1704
ES,1880,0.1662
ES,1900,0.142
ES,1910,0.1491
ES,1920,0.223
ES,1930,0.2913
ES,1940,0.2914
ES,1950,0.3019
ES,1960,0.3062
ES,1970,0.3073
ES,1980,0.3065
ES,1981,0.3069
ES,1982,0.3067
ES,1983,0.3068
ES,1984,0.3065
ES,1985,0.3028
ES,1986,0.3143
ES,1987,0.319
ES,1988,0.317
ES,1989,0.3238
ES,1990,0.3337
ES,1991,0.3381
ES,1992,0.3447
ES,1993,0.3414
ES,1994,0.3382
ES,1995,0.3456
ES,1996,0.3483
ES,1997,0.3379
ES,1998,0.3319
ES,1999,0.3414
ES,2000,0.3486
ES,2001,0.3611
ES,2002,0.3625
ES,2003,0.3667
ES,2004,0.3778
ES,2005,0.3846
ES,2006,0.3785
ES,2007,0.3637
ES,2008,0.3762
ES,2009,0.3682
ES,2010,0.3671
ES,2011,0.3656
ES,2012,0.3664
ES,2013,0.3685
ES,2014,0.3557
ES,2015,0.3576
ES,2016,0.3584
ES,2017,0.3585
ES,2018,0.359
ES,2019,0.3608
ES,2020,0.3622
ES,2021,0.3603
ES,2022,0.3616
ES,2023,0.361
ES,2024,0.3595
ET,1820,0.2309
ET,1850,0.2184
ET,1880,0.204
ET,1900,0.2037
ET,1910,0.2175
ET,1920,0.2178
ET,1930,0.2178
ET,1940,0.2176
ET,1950,0.2172
ET,1960,0.2139
ET,1970,0.2133
ET,1980,0.2668
ET,1981,0.2667
ET,1982,0.2669
ET,1983,0.2665
ET,1984,0.2667
ET,1985,0.2666
ET,1986,0.2666
ET,1987,0.2669
ET,1988,0.2667
ET,1989,0.2668
ET,1990,0.2666
ET,1991,0.2669
ET,1992,0.267
ET,1993,0.2665
ET,1994,0.2668
ET,1995,0.2667
ET,1996,0.3084
ET,1997,0.3319
ET,1998,0.3557
ET,1999,0.3679
ET,2000,0.3676
ET,2001,0.3674
ET,2002,0.3671
ET,2003,0.3666
ET,2004,0.3662
ET,2005,0.3655
ET,2006,0.3647
ET,2007,0.364
ET,2008,0.3631
ET,2009,0.3626
ET,2010,0.3619
ET,2011,0.3616
ET,2012,0.3608
ET,2013,0.3603
ET,2014,0.3598
ET,2015,0.3588
ET,2016,0.3618
ET,2017,0.3636
ET,2018,0.3658
ET,2019,0.3681
ET,2020,0.3697
ET,2021,0.3708
ET,2022,0.3707
ET,2023,0.3708
ET,2024,0.3708
FI,1980,0.4422
FI,1981,0.4424
FI,1982,0.4424
FI,1983,0.4424
FI,1984,0.4423
FI,1985,0.4424
FI,1986,0.4424
FI,1987,0.4422
FI,1988,0.4421
FI,1989,0.4423
FI,1990,0.4425
FI,1991,0.4431
FI,1992,0.4431
FI,1993,0.4425
FI,1994,0.4419
FI,1995,0.4413
FI,1996,0.4296
FI,1997,0.4197
FI,1998,0.4059
FI,1999,0.3962
FI,2000,0.3935
FI,2001,0.4019
FI,2002,0.4071
FI,2003,0.4065
FI,2004,0.4112
FI,2005,0.4125
FI,2006,0.4137
FI,2007,0.419
FI,2008,0.4384
FI,2009,0.4333
FI,2010,0.4228
FI,2011,0.4295
FI,2012,0.4272
FI,2013,0.418
FI,2014,0.4169
FI,2015,0.4187
FI,2016,0.4208
FI,2017,0.4189
FI,2018,0.419
FI,2019,0.4215
FI,2020,0.422
FI,2021,0.42
FI,2022,0.4234
FI,2023,0.4242
FI,2024,0.4238
FJ,1980,0.3791
FJ,1981,0.3789
FJ,1982,0.3785
FJ,1983,0.3783
FJ,1984,0.3779
FJ,1985,0.3776
FJ,1986,0.3772
FJ,1987,0.3768
FJ,1988,0.3765
FJ,1989,0.3762
FJ,1990,0.376
FJ,1991,0.3755
FJ,1992,0.375
FJ,1993,0.3746
FJ,1994,0.3742
FJ,1995,0.3738
FJ,1996,0.3733
FJ,1997,0.3729
FJ,1998,0.3725
FJ,1999,0.3721
FJ,2000,0.3718
FJ,2001,0.3709
FJ,2002,0.3695
FJ,2003,0.3683
FJ,2004,0.3659
FJ,2005,0.3639
FJ,2006,0.3622
FJ,2007,0.3599
FJ,2008,0.3567
FJ,2009,0.3536
FJ,2010,0.3511
FJ,2011,0.3503
FJ,2012,0.3494
FJ,2013,0.3488
FJ,2014,0.3479
FJ,2015,0.3466
FJ,2016,0.3459
FJ,2017,0.3453
FJ,2018,0.3443
FJ,2019,0.3434
FJ,2020,0.342
FJ,2021,0.3423
FJ,2022,0.3412
FJ,2023,0.3414
FJ,2024,0.3422
FM,1980,0.3791
FM,1981,0.3789
FM,1982,0.3785
FM,1983,0.3782
FM,1984,0.3779
FM,1985,0.3776
FM,1986,0.3773
FM,1987,0.3768
FM,1988,0.3765
FM,1989,0.3763
FM,1990,0.3759
FM,1991,0.3756
FM,1992,0.3751
FM,1993,0.3747
FM,1994,0.3742
FM,1995,0.3738
FM,1996,0.3734
FM,1997,0.373
FM,1998,0.3725
FM,1999,0.3721
FM,2000,0.3717
FM,2001,0.3709
FM,2002,0.3695
FM,2003,0.3682
FM,2004,0.3659
FM,2005,0.3639
FM,2006,0.3621
FM,2007,0.3599
FM,2008,0.3566
FM,2009,0.3536
FM,2010,0.351
FM,2011,0.3504
FM,2012,0.3493
FM,2013,0.3488
FM,2014,0.3481
FM,2015,0.3466
FM,2016,0.3459
FM,2017,0.3454
FM,2018,0.3442
FM,2019,0.3432
FM,2020,0.3423
FM,2021,0.3422
FM,2022,0.3412
FM,2023,0.3413
FM,2024,0.3411
FR,1800,0.1563
FR,1807,0.1836
FR,1817,0.129
FR,1820,0.1465
FR,1827,0.1507
FR,1837,0.1753
FR,1847,0.1137
FR,1850,0.1562
FR,1857,0.1476
FR,1867,0.1681
FR,1877,0.1528
FR,1880,0.1462
FR,1887,0.1462
FR,1900,0.1323
FR,1902,0.143
FR,1903,0.1332
FR,1904,0.1258
FR,1905,0.1248
FR,1907,0.1344
FR,1909,0.1325
FR,1910,0.1364
FR,1911,0.1293
FR,1912,0.1319
FR,1913,0.1348
FR,1914,0.1348
FR,1915,0.1394
FR,1916,0.1401
FR,1917,0.1415
FR,1918,0.1458
FR,1919,0.1506
FR,1920,0.1605
FR,1921,0.1675
FR,1922,0.1733
FR,1923,0.1782
FR,1924,0.1798
FR,1925,0.1879
FR,1926,0.1862
FR,1927,0.1776
FR,1928,0.1762
FR,1929,0.175
FR,1930,0.1773
FR,1931,0.1912
FR,1932,0.1985
FR,1933,0.1963
FR,1934,0.2023
FR,1935,0.2028
FR,1936,0.2084
FR,1937,0.2113
FR,1938,0.221
FR,1939,0.2143
FR,1940,0.2367
FR,1941,0.2386
FR,1942,0.2307
FR,1943,0.2086
FR,1944,0.2129
FR,1945,0.2327
FR,1946,0.2754
FR,1947,0.2823
FR,1948,0.2715
FR,1949,0.2519
FR,1950,0.2457
FR,1951,0.2684
FR,1952,0.2436
FR,1953,0.24
FR,1954,0.256
FR,1955,0.2577
FR,1956,0.2627
FR,1957,0.2557
FR,1958,0.2685
FR,1959,0.2541
FR,1960,0.2481
FR,1961,0.265
FR,1962,0.2546
FR,1963,0.265
FR,1964,0.2301
FR,1965,0.2387
FR,1966,0.2528
FR,1967,0.2669
FR,1968,0.3017
FR,1969,0.3267
FR,1970,0.3502
FR,1971,0.3556
FR,1972,0.3555
FR,1973,0.3573
FR,1974,0.3677
FR,1975,0.3749
FR,1976,0.3803
FR,1977,0.3852
FR,1978,0.3921
FR,1979,0.3972
FR,1980,0.4
FR,1981,0.4058
FR,1982,0.4099
FR,1983,0.4103
FR,1984,0.4098
FR,1985,0.4063
FR,1986,0.4012
FR,1987,0.3997
FR,1988,0.3964
FR,1989,0.3988
FR,1990,0.4052
FR,1991,0.403
FR,1992,0.4085
FR,1993,0.4056
FR,1994,0.4069
FR,1995,0.3954
FR,1996,0.3687
FR,1997,0.3569
FR,1998,0.3461
FR,1999,0.3385
FR,2000,0.3384
FR,2001,0.3457
FR,2002,0.3586
FR,2003,0.3668
FR,2004,0.3728
FR,2005,0.3808
FR,2006,0.3804
FR,2007,0.3768
FR,2008,0.3813
FR,2009,0.38
FR,2010,0.3692
FR,2011,0.3727
FR,2012,0.3744
FR,2013,0.3703
FR,2014,0.3631
FR,2015,0.361
FR,2016,0.3631
FR,2017,0.362
FR,2018,0.3589
FR,2019,0.3594
FR,2020,0.3611
FR,2021,0.3545
FR,2022,0.3552
FR,2023,0.3544
FR,2024,0.3529
GA,1980,0.3286
GA,1981,0.3286
GA,1982,0.3286
GA,1983,0.3287
GA,1984,0.3288
GA,1985,0.3288
GA,1986,0.3288
GA,1987,0.3284
GA,1988,0.3287
GA,1989,0.3288
GA,1990,0.3286
GA,1991,0.3288
GA,1992,0.3289
GA,1993,0.3287
GA,1994,0.3286
GA,1995,0.3284
GA,1996,0.3285
GA,1997,0.3287
GA,1998,0.3285
GA,1999,0.3284
GA,2000,0.3289
GA,2001,0.3285
GA,2002,0.3287
GA,2003,0.3285
GA,2004,0.3285
GA,2005,0.3284
GA,2006,0.3317
GA,2007,0.3353
GA,2008,0.3424
GA,2009,0.3463
GA,2010,0.35
GA,2011,0.3518
GA,2012,0.3541
GA,2013,0.3569
GA,2014,0.3597
GA,2015,0.3617
GA,2016,0.3629
GA,2017,0.3645
GA,2018,0.3646
GA,2019,0.3646
GA,2020,0.3646
GA,2021,0.3646
GA,2022,0.3646
GA,2023,0.3645
GA,2024,0.3645
GB,1820,0.0455
GB,1850,0.0414
GB,1880,0.0222
GB,1895,0.014
GB,1896,0.0138
GB,1897,0.0279
GB,1898,0.0171
GB,1899,0.0377
GB,1900,0.0264
GB,1901,0.0542
GB,1902,0.0257
GB,1903,0.0298
GB,1904,0.0215
GB,1905,0.0262
GB,1906,0.0473
GB,1908,0.0291
GB,1910,0.0404
GB,1911,0.0212
GB,1912,0.0232
GB,1913,0.0204
GB,1914,0.0086
GB,1919,0.0597
GB,1920,0.0432
GB,1921,0.0582
GB,1922,0.0547
GB,1923,0.0633
GB,1924,0.0596
GB,1925,0.0682
GB,1926,0.0575
GB,1927,0.0555
GB,1928,0.06
GB,1929,0.0533
GB,1930,0.0693
GB,1931,0.0557
GB,1932,0.0667
GB,1933,0.0671
GB,1934,0.0566
GB,1935,0.0584
GB,1936,0.0526
GB,1937,0.0573
GB,1938,0.071
GB,1939,0.0669
GB,1940,0.0695
GB,1941,0.0757
GB,1946,0.0609
GB,1947,0.0668
GB,1948,0.0653
GB,1949,0.0747
GB,1950,0.0986
GB,1951,0.1085
GB,1952,0.1125
GB,1953,0.1088
GB,1954,0.1095
GB,1955,0.1243
GB,1956,0.1337
GB,1957,0.1521
GB,1958,0.1529
GB,1959,0.1523
GB,1960,0.1581
GB,1961,0.1671
GB,1962,0.1825
GB,1963,0.1728
GB,1964,0.1686
GB,1965,0.1709
GB,1966,0.1872
GB,1967,0.1835
GB,1968,0.1804
GB,1969,0.2007
GB,1970,0.2036
GB,1971,0.2086
GB,1972,0.1975
GB,1973,0.2244
GB,1974,0.2305
GB,1975,0.2478
GB,1976,0.232
GB,1977,0.2554
GB,1978,0.2465
GB,1979,0.2892
GB,1980,0.3047
GB,1981,0.2907
GB,1982,0.3086
GB,1983,0.3133
GB,1984,0.3441
GB,1985,0.3271
GB,1986,0.3286
GB,1987,0.316
GB,1988,0.3315
GB,1989,0.3309
GB,1990,0.3531
GB,1991,0.3531
GB,1992,0.3356
GB,1993,0.3253
GB,1994,0.3234
GB,1995,0.4119
GB,1996,0.409
GB,1997,0.392
GB,1998,0.3888
GB,1999,0.4001
GB,2000,0.3924
GB,2001,0.3975
GB,2002,0.3953
GB,2003,0.4018
GB,2004,0.4023
GB,2005,0.4014
GB,2006,0.3995
GB,2007,0.3959
GB,2008,0.3988
GB,2009,0.4077
GB,2010,0.4043
GB,2011,0.3994
GB,2012,0.3985
GB,2013,0.3896
GB,2014,0.3827
GB,2015,0.3885
GB,2016,0.3847
GB,2017,0.3817
GB,2018,0.3822
GB,2019,0.3838
GB,2020,0.3848
GB,2021,0.3833
GB,2022,0.3828
GB,2023,0.3824
GB,2024,0.3822
GD,1980,0.2744
GD,1981,0.2747
GD,1982,0.2752
GD,1983,0.2754
GD,1984,0.2764
GD,1985,0.2766
GD,1986,0.2776
GD,1987,0.2777
GD,1988,0.2783
GD,1989,0.2757
GD,1990,0.2772
GD,1991,0.2797
GD,1992,0.2799
GD,1993,0.2812
GD,1994,0.2826
GD,1995,0.2908
GD,1996,0.2911
GD,1997,0.2929
GD,1998,0.2944
GD,1999,0.2953
GD,2000,0.2959
GD,2001,0.2972
GD,2002,0.298
GD,2003,0.3
GD,2004,0.3028
GD,2005,0.3036
GD,2006,0.3053
GD,2007,0.3062
GD,2008,0.3074
GD,2009,0.3088
GD,2010,0.3094
GD,2011,0.312
GD,2012,0.3151
GD,2013,0.3182
GD,2014,0.3204
GD,2015,0.3232
GD,2016,0.3269
GD,2017,0.33
GD,2018,0.3326
GD,2019,0.3355
GD,2020,0.3384
GD,2021,0.3391
GD,2022,0.339
GD,2023,0.3388
GD,2024,0.3385
GE,1980,0.3889
GE,1981,0.389
GE,1982,0.389
GE,1983,0.3891
GE,1984,0.3891
GE,1985,0.3892
GE,1986,0.3892
GE,1987,0.3893
GE,1988,0.3893
GE,1989,0.3894
GE,1990,0.3894
GE,1991,0.3882
GE,1992,0.386
GE,1993,0.3815
GE,1994,0.3736
GE,1995,0.3689
GE,1996,0.3598
GE,1997,0.3525
GE,1998,0.3292
GE,1999,0.3512
GE,2000,0.3501
GE,2001,0.35
GE,2002,0.3598
GE,2003,0.3625
GE,2004,0.363
GE,2005,0.3588
GE,2006,0.3597
GE,2007,0.3506
GE,2008,0.3531
GE,2009,0.3605
GE,2010,0.3573
GE,2011,0.3337
GE,2012,0.3269
GE,2013,0.3089
GE,2014,0.3257
GE,2015,0.3212
GE,2016,0.3172
GE,2017,0.3122
GE,2018,0.3159
GE,2019,0.3075
GE,2020,0.3074
GE,2021,0.3083
GE,2022,0.3082
GE,2023,0.3058
GE,2024,0.3057
GG,1980,0.3844
GG,1981,0.3843
GG,1982,0.3845
GG,1983,0.3842
GG,1984,0.3835
GG,1985,0.3832
GG,1986,0.3837
GG,1987,0.3838
GG,1988,0.384
GG,1989,0.3836
GG,1990,0.3838
GG,1991,0.3842
GG,1992,0.3828
GG,1993,0.3825
GG,1994,0.3815
GG,1995,0.3818
GG,1996,0.3816
GG,1997,0.3803
GG,1998,0.38
GG,1999,0.3799
GG,2000,0.3779
GG,2001,0.3794
GG,2002,0.3807
GG,2003,0.3804
GG,2004,0.3797
GG,2005,0.3787
GG,2006,0.3764
GG,2007,0.3762
GG,2008,0.3813
GG,2009,0.3824
GG,2010,0.3792
GG,2011,0.3796
GG,2012,0.3811
GG,2013,0.3807
GG,2014,0.3795
GG,2015,0.3799
GG,2016,0.3793
GG,2017,0.3788
GG,2018,0.379
GG,2019,0.3798
GG,2020,0.3802
GG,2021,0.3781
GG,2022,0.3775
GG,2023,0.3775
GG,2024,0.3774
GH,1980,0.3643
GH,1981,0.3643
GH,1982,0.3644
GH,1983,0.3643
GH,1984,0.3643
GH,1985,0.3643
GH,1986,0.3644
GH,1987,0.3643
GH,1988,0.3617
GH,1989,0.3585
GH,1990,0.3556
GH,1991,0.352
GH,1992,0.3525
GH,1993,0.3534
GH,1994,0.3541
GH,1995,0.355
GH,1996,0.3562
GH,1997,0.3565
GH,1998,0.3573
GH,1999,0.3548
GH,2000,0.3522
GH,2001,0.3502
GH,2002,0.3469
GH,2003,0.3437
GH,2004,0.3362
GH,2005,0.333
GH,2006,0.3337
GH,2007,0.3357
GH,2008,0.3368
GH,2009,0.3384
GH,2010,0.3429
GH,2011,0.3442
GH,2012,0.3455
GH,2013,0.3448
GH,2014,0.3435
GH,2015,0.3424
GH,2016,0.3399
GH,2017,0.3399
GH,2018,0.3399
GH,2019,0.34
GH,2020,0.3399
GH,2021,0.34
GH,2022,0.34
GH,2023,0.3399
GH,2024,0.34
GI,1980,0.3844
GI,1981,0.3843
GI,1982,0.3844
GI,1983,0.3842
GI,1984,0.3835
GI,1985,0.3832
GI,1986,0.3837
GI,1987,0.3838
GI,1988,0.384
GI,1989,0.3835
GI,1990,0.3838
GI,1991,0.3842
GI,1992,0.3828
GI,1993,0.3824
GI,1994,0.3814
GI,1995,0.3818
GI,1996,0.3816
GI,1997,0.3803
GI,1998,0.38
GI,1999,0.3798
GI,2000,0.3779
GI,2001,0.3794
GI,2002,0.3808
GI,2003,0.3804
GI,2004,0.3797
GI,2005,0.3787
GI,2006,0.3765
GI,2007,0.3762
GI,2008,0.3813
GI,2009,0.3824
GI,2010,0.3793
GI,2011,0.3796
GI,2012,0.3811
GI,2013,0.3807
GI,2014,0.3795
GI,2015,0.3799
GI,2016,0.3793
GI,2017,0.3788
GI,2018,0.379
GI,2019,0.3797
GI,2020,0.3802
GI,2021,0.378
GI,2022,0.3775
GI,2023,0.3774
GI,2024,0.3774
GL,1980,0.3791
GL,1981,0.3789
GL,1982,0.3785
GL,1983,0.3782
GL,1984,0.378
GL,1985,0.3776
GL,1986,0.3773
GL,1987,0.3768
GL,1988,0.3765
GL,1989,0.3762
GL,1990,0.376
GL,1991,0.3756
GL,1992,0.375
GL,1993,0.3746
GL,1994,0.3741
GL,1995,0.3738
GL,1996,0.3733
GL,1997,0.373
GL,1998,0.3726
GL,1999,0.3721
GL,2000,0.3717
GL,2001,0.3708
GL,2002,0.3696
GL,2003,0.3682
GL,2004,0.3659
GL,2005,0.3639
GL,2006,0.3621
GL,2007,0.3599
GL,2008,0.3567
GL,2009,0.3535
GL,2010,0.3511
GL,2011,0.3503
GL,2012,0.3495
GL,2013,0.3489
GL,2014,0.348
GL,2015,0.3467
GL,2016,0.3458
GL,2017,0.3452
GL,2018,0.3443
GL,2019,0.3433
GL,2020,0.3416
GL,2021,0.3417
GL,2022,0.3416
GL,2023,0.3415
GL,2024,0.3415
GM,1980,0.2965
GM,1981,0.2962
GM,1982,0.2962
GM,1983,0.2962
GM,1984,0.2961
GM,1985,0.2963
GM,1986,0.2964
GM,1987,0.2962
GM,1988,0.2963
GM,1989,0.2963
GM,1990,0.2964
GM,1991,0.2966
GM,1992,0.2964
GM,1993,0.2964
GM,1994,0.2965
GM,1995,0.2962
GM,1996,0.2965
GM,1997,0.2965
GM,1998,0.2963
GM,1999,0.2969
GM,2000,0.2976
GM,2001,0.299
GM,2002,0.2995
GM,2003,0.3023
GM,2004,0.3035
GM,2005,0.3058
GM,2006,0.3078
GM,2007,0.309
GM,2008,0.3098
GM,2009,0.3111
GM,2010,0.3126
GM,2011,0.3216
GM,2012,0.3305
GM,2013,0.3431
GM,2014,0.3512
GM,2015,0.3574
GM,2016,0.3556
GM,2017,0.3536
GM,2018,0.3519
GM,2019,0.3505
GM,2020,0.3484
GM,2021,0.3483
GM,2022,0.3483
GM,2023,0.3484
GM,2024,0.3484
GN,1980,0.3526
GN,1981,0.3526
GN,1982,0.3526
GN,1983,0.3526
GN,1984,0.3527
GN,1985,0.3527
GN,1986,0.3526
GN,1987,0.3526
GN,1988,0.3527
GN,1989,0.3527
GN,1990,0.3526
GN,1991,0.3526
GN,1992,0.3379
GN,1993,0.3228
GN,1994,0.3097
GN,1995,0.3108
GN,1996,0.313
GN,1997,0.3143
GN,1998,0.3155
GN,1999,0.3162
GN,2000,0.3185
GN,2001,0.3196
GN,2002,0.3216
GN,2003,0.3281
GN,2004,0.3334
GN,2005,0.3437
GN,2006,0.3501
GN,2007,0.3538
GN,2008,0.3572
GN,2009,0.3604
GN,2010,0.3626
GN,2011,0.3645
GN,2012,0.3666
GN,2013,0.3688
GN,2014,0.3699
GN,2015,0.371
GN,2016,0.3718
GN,2017,0.3731
GN,2018,0.3744
GN,2019,0.3744
GN,2020,0.3744
GN,2021,0.3744
GN,2022,0.3744
GN,2023,0.3744
GN,2024,0.3744
GQ,1980,0.3595
GQ,1981,0.3596
GQ,1982,0.3591
GQ,1983,0.3591
GQ,1984,0.3591
GQ,1985,0.3593
GQ,1986,0.3596
GQ,1987,0.3592
GQ,1988,0.3591
GQ,1989,0.3595
GQ,1990,0.3591
GQ,1991,0.359
GQ,1992,0.3595
GQ,1993,0.3595
GQ,1994,0.3595
GQ,1995,0.3595
GQ,1996,0.3595
GQ,1997,0.3593
GQ,1998,0.3595
GQ,1999,0.3594
GQ,2000,0.3593
GQ,2001,0.3591
GQ,2002,0.3594
GQ,2003,0.3592
GQ,2004,0.3592
GQ,2005,0.3594
GQ,2006,0.3592
GQ,2007,0.3594
GQ,2008,0.3592
GQ,2009,0.3594
GQ,2010,0.3594
GQ,2011,0.3591
GQ,2012,0.3593
GQ,2013,0.3593
GQ,2014,0.3592
GQ,2015,0.3593
GQ,2016,0.3594
GQ,2017,0.3593
GQ,2018,0.3592
GQ,2019,0.3591
GQ,2020,0.3592
GQ,2021,0.3592
GQ,2022,0.3594
GQ,2023,0.3593
GQ,2024,0.3594
GR,1980,0.4566
GR,1981,0.4551
GR,1982,0.4562
GR,1983,0.458
GR,1984,0.4597
GR,1985,0.4582
GR,1986,0.4615
GR,1987,0.4614
GR,1988,0.4621
GR,1989,0.4628
GR,1990,0.4569
GR,1991,0.4569
GR,1992,0.4562
GR,1993,0.4547
GR,1994,0.4428
GR,1995,0.4422
GR,1996,0.4351
GR,1997,0.4483
GR,1998,0.4493
GR,1999,0.4444
GR,2000,0.4445
GR,2001,0.4445
GR,2002,0.4497
GR,2003,0.4531
