country,year,middle_class_wealth_share
BR,2010,0.2635
BR,2011,0.2615
BR,2012,0.2645
BR,2013,0.2672
BR,2014,0.2655
BR,2015,0.2628
BR,2016,0.2649
BR,2017,0.2656
BR,2018,0.2673
BR,2019,0.2694
BR,2020,0.2631
BR,2021,0.2569
BR,2022,0.2609
BR,2023,0.2628
BR,2024,0.2606
BS,1980,0.2897
BS,1981,0.2857
BS,1982,0.2899
BS,1983,0.2887
BS,1984,0.2839
BS,1985,0.2854
BS,1986,0.2886
BS,1987,0.2838
BS,1988,0.288
BS,1989,0.29
BS,1990,0.2849
BS,1991,0.2892
BS,1992,0.2894
BS,1993,0.285
BS,1994,0.2842
BS,1995,0.2839
BS,1996,0.2886
BS,1997,0.29
BS,1998,0.2899
BS,1999,0.2889
BS,2000,0.2896
BS,2001,0.2701
BS,2002,0.2718
BS,2003,0.2715
BS,2004,0.2788
BS,2005,0.2833
BS,2006,0.2934
BS,2007,0.2724
BS,2008,0.2914
BS,2009,0.2996
BS,2010,0.299
BS,2011,0.3072
BS,2012,0.3104
BS,2013,0.3058
BS,2014,0.3109
BS,2015,0.3135
BS,2016,0.3129
BS,2017,0.3125
BS,2018,0.3102
BS,2019,0.3148
BS,2020,0.3042
BS,2021,0.3117
BS,2022,0.3166
BS,2023,0.3172
BS,2024,0.3171
BT,1980,0.3404
BT,1981,0.3401
BT,1982,0.34
BT,1983,0.3404
BT,1984,0.3402
BT,1985,0.3401
BT,1986,0.3401
BT,1987,0.3401
BT,1988,0.3403
BT,1989,0.3402
BT,1990,0.3401
BT,1991,0.3402
BT,1992,0.3402
BT,1993,0.3402
BT,1994,0.3404
BT,1995,0.3403
BT,1996,0.3403
BT,1997,0.3401
BT,1998,0.3403
BT,1999,0.3404
BT,2000,0.3402
BT,2001,0.3403
BT,2002,0.3403
BT,2003,0.3404
BT,2004,0.3495
BT,2005,0.3538
BT,2006,0.3575
BT,2007,0.3604
BT,2008,0.3604
BT,2009,0.3596
BT,2010,0.3566
BT,2011,0.3564
BT,2012,0.3556
BT,2013,0.3596
BT,2014,0.3623
BT,2015,0.3645
BT,2016,0.3665
BT,2017,0.3685
BT,2018,0.3684
BT,2019,0.3685
BT,2020,0.3685
BT,2021,0.3685
BT,2022,0.3685
BT,2023,0.3684
BT,2024,0.3684
BW,1980,0.2596
BW,1981,0.2596
BW,1982,0.2595
BW,1983,0.2596
BW,1984,0.2595
BW,1985,0.2595
BW,1986,0.2584
BW,1987,0.2579
BW,1988,0.2571
BW,1989,0.2556
BW,1990,0.2552
BW,1991,0.2543
BW,1992,0.2538
BW,1993,0.2537
BW,1994,0.2537
BW,1995,0.2537
BW,1996,0.2538
BW,1997,0.2538
BW,1998,0.2539
BW,1999,0.2539
BW,2000,0.254
BW,2001,0.2543
BW,2002,0.2543
BW,2003,0.2548
BW,2004,0.2549
BW,2005,0.2552
BW,2006,0.2553
BW,2007,0.2556
BW,2008,0.2557
BW,2009,0.2559
BW,2010,0.2571
BW,2011,0.2574
BW,2012,0.2581
BW,2013,0.2585
BW,2014,0.2592
BW,2015,0.2606
BW,2016,0.2606
BW,2017,0.2607
BW,2018,0.2607
BW,2019,0.2607
BW,2020,0.2606
BW,2021,0.2607
BW,2022,0.2606
BW,2023,0.2605
BW,2024,0.2606
BY,1980,0.3889
BY,1981,0.389
BY,1982,0.3891
BY,1983,0.3891
BY,1984,0.3892
BY,1985,0.3892
BY,1986,0.3892
BY,1987,0.3893
BY,1988,0.3893
BY,1989,0.3894
BY,1990,0.3895
BY,1991,0.3887
BY,1992,0.3883
BY,1993,0.3877
BY,1994,0.3843
BY,1995,0.3824
BY,1996,0.3809
BY,1997,0.3754
BY,1998,0.3749
BY,1999,0.3763
BY,2000,0.3764
BY,2001,0.3792
BY,2002,0.3793
BY,2003,0.3823
BY,2004,0.384
BY,2005,0.3834
BY,2006,0.3833
BY,2007,0.3794
BY,2008,0.3812
BY,2009,0.3817
BY,2010,0.3825
BY,2011,0.3782
BY,2012,0.3817
BY,2013,0.3849
BY,2014,0.3833
BY,2015,0.3856
BY,2016,0.3853
BY,2017,0.3849
BY,2018,0.3849
BY,2019,0.3851
BY,2020,0.3851
BY,2021,0.3851
BY,2022,0.3851
BY,2023,0.3851
BY,2024,0.3851
BZ,1980,0.2902
BZ,1981,0.2901
BZ,1982,0.29
BZ,1983,0.2895
BZ,1984,0.2903
BZ,1985,0.2835
BZ,1986,0.2838
BZ,1987,0.2904
BZ,1988,0.2902
BZ,1989,0.2838
BZ,1990,0.2848
BZ,1991,0.2836
BZ,1992,0.284
BZ,1993,0.2837
BZ,1994,0.2855
BZ,1995,0.2901
BZ,1996,0.2896
BZ,1997,0.2835
BZ,1998,0.284
BZ,1999,0.2843
BZ,2000,0.2836
BZ,2001,0.2701
BZ,2002,0.2721
BZ,2003,0.2714
BZ,2004,0.2786
BZ,2005,0.2834
BZ,2006,0.2931
BZ,2007,0.2721
BZ,2008,0.2712
BZ,2009,0.2998
BZ,2010,0.2762
BZ,2011,0.2846
BZ,2012,0.2859
BZ,2013,0.2819
BZ,2014,0.3108
BZ,2015,0.3135
BZ,2016,0.3129
BZ,2017,0.3122
BZ,2018,0.3103
BZ,2019,0.3146
BZ,2020,0.3043
BZ,2021,0.3115
BZ,2022,0.2862
BZ,2023,0.2881
BZ,2024,0.2879
CA,1820,0.1313
CA,1850,0.1365
CA,1880,0.1242
CA,1900,0.1136
CA,1910,0.0961
CA,1920,0.1454
CA,1930,0.1449
CA,1940,0.1369
CA,1945,0.2503
CA,1946,0.2221
CA,1947,0.2064
CA,1948,0.15
CA,1949,0.1672
CA,1950,0.1782
CA,1951,0.2143
CA,1952,0.197
CA,1953,0.2221
CA,1960,0.2353
CA,1961,0.2503
CA,1962,0.2786
CA,1963,0.2535
CA,1964,0.2723
CA,1965,0.3037
CA,1966,0.2613
CA,1967,0.3178
CA,1968,0.3052
CA,1970,0.2927
CA,1980,0.2894
CA,1981,0.2902
CA,1982,0.2904
CA,1983,0.2902
CA,1984,0.2901
CA,1985,0.2897
CA,1986,0.2891
CA,1987,0.2887
CA,1988,0.2842
CA,1989,0.2844
CA,1990,0.2845
CA,1991,0.2831
CA,1992,0.2849
CA,1993,0.2839
CA,1994,0.2832
CA,1995,0.2823
CA,1996,0.281
CA,1997,0.2794
CA,1998,0.2786
CA,1999,0.2764
CA,2000,0.2716
CA,2001,0.2704
CA,2002,0.2695
CA,2003,0.2686
CA,2004,0.2659
CA,2005,0.2646
CA,2006,0.2633
CA,2007,0.2623
CA,2008,0.2625
CA,2009,0.2644
CA,2010,0.2621
CA,2011,0.2612
CA,2012,0.2614
CA,2013,0.2601
CA,2014,0.2598
CA,2015,0.2594
CA,2016,0.2614
CA,2017,0.2602
CA,2018,0.2607
CA,2019,0.261
CA,2020,0.2589
CA,2021,0.2555
CA,2022,0.2622
CA,2023,0.2622
CA,2024,0.2622
CD,1820,0.2312
CD,1850,0.2182
CD,1880,0.2039
CD,1900,0.2036
CD,1910,0.2175
CD,1920,0.2178
CD,1930,0.2178
CD,1940,0.2176
CD,1950,0.2171
CD,1960,0.214
CD,1970,0.2133
CD,1980,0.3363
CD,1981,0.3365
CD,1982,0.3364
CD,1983,0.3364
CD,1984,0.3363
CD,1985,0.3363
CD,1986,0.3364
CD,1987,0.3365
CD,1988,0.3365
CD,1989,0.3363
CD,1990,0.3365
CD,1991,0.3364
CD,1992,0.3366
CD,1993,0.3364
CD,1994,0.3366
CD,1995,0.3367
CD,1996,0.3365
CD,1997,0.3366
CD,1998,0.3364
CD,1999,0.3366
CD,2000,0.3366
CD,2001,0.3367
CD,2002,0.3363
CD,2003,0.3365
CD,2004,0.3366
CD,2005,0.3368
CD,2006,0.3376
CD,2007,0.3379
CD,2008,0.3383
CD,2009,0.34
CD,2010,0.3406
CD,2011,0.3408
CD,2012,0.3425
CD,2013,0.3353
CD,2014,0.3316
CD,2015,0.3283
CD,2016,0.3235
CD,2017,0.3199
CD,2018,0.3162
CD,2019,0.3132
CD,2020,0.3096
CD,2021,0.3095
CD,2022,0.3096
CD,2023,0.3095
CD,2024,0.3095
CF,1980,0.2568
CF,1981,0.2569
CF,1982,0.2568
CF,1983,0.2569
CF,1984,0.2568
CF,1985,0.257
CF,1986,0.2569
CF,1987,0.2568
CF,1988,0.2569
CF,1989,0.2569
CF,1990,0.257
CF,1991,0.2568
CF,1992,0.2569
CF,1993,0.2567
CF,1994,0.2561
CF,1995,0.2561
CF,1996,0.2561
CF,1997,0.256
CF,1998,0.256
CF,1999,0.2559
CF,2000,0.2559
CF,2001,0.2559
CF,2002,0.2558
CF,2003,0.2558
CF,2004,0.2558
CF,2005,0.2557
CF,2006,0.2557
CF,2007,0.2557
CF,2008,0.2557
CF,2009,0.2572
CF,2010,0.2581
CF,2011,0.259
CF,2012,0.2608
CF,2013,0.2633
CF,2014,0.2661
CF,2015,0.2696
CF,2016,0.2817
CF,2017,0.3009
CF,2018,0.3099
CF,2019,0.3163
CF,2020,0.3228
CF,2021,0.3304
CF,2022,0.3304
CF,2023,0.3305
CF,2024,0.3304
CG,1980,0.3049
CG,1981,0.3045
CG,1982,0.3048
CG,1983,0.3046
CG,1984,0.3044
CG,1985,0.3045
CG,1986,0.3049
CG,1987,0.3044
CG,1988,0.3047
CG,1989,0.3045
CG,1990,0.3048
CG,1991,0.3044
CG,1992,0.3043
CG,1993,0.3047
CG,1994,0.3048
CG,1995,0.3045
CG,1996,0.3047
CG,1997,0.3049
CG,1998,0.3046
CG,1999,0.3046
CG,2000,0.3046
CG,2001,0.3044
CG,2002,0.3048
CG,2003,0.3045
CG,2004,0.3048
CG,2005,0.3047
CG,2006,0.3023
CG,2007,0.2989
CG,2008,0.2968
CG,2009,0.2945
CG,2010,0.2909
CG,2011,0.2814
CG,2012,0.2814
CG,2013,0.2815
CG,2014,0.2816
CG,2015,0.2814
CG,2016,0.2815
CG,2017,0.2815
CG,2018,0.2816
CG,2019,0.2815
CG,2020,0.2816
CG,2021,0.2816
CG,2022,0.2814
CG,2023,0.2816
CG,2024,0.2813
CH,1980,0.4023
CH,1981,0.4023
CH,1982,0.4022
CH,1983,0.4021
CH,1984,0.4019
CH,1985,0.4018
CH,1986,0.4019
CH,1987,0.4019
CH,1988,0.3981
CH,1989,0.398
CH,1990,0.3948
CH,1991,0.3942
CH,1992,0.3928
CH,1993,0.3894
CH,1994,0.387
CH,1995,0.3857
CH,1996,0.3736
CH,1997,0.3744
CH,1998,0.3782
CH,1999,0.3561
CH,2000,0.3581
CH,2001,0.3584
CH,2002,0.3619
CH,2003,0.3672
CH,2004,0.3703
CH,2005,0.3653
CH,2006,0.3625
CH,2007,0.3554
CH,2008,0.3575
CH,2009,0.3601
CH,2010,0.3561
CH,2011,0.358
CH,2012,0.3548
CH,2013,0.3491
CH,2014,0.3422
CH,2015,0.3389
CH,2016,0.3372
CH,2017,0.3343
CH,2018,0.3341
CH,2019,0.3373
CH,2020,0.3403
CH,2021,0.3371
CH,2022,0.3348
CH,2023,0.3351
CH,2024,0.3349
CI,1820,0.2311
CI,1850,0.2183
CI,1880,0.204
CI,1900,0.2036
CI,1910,0.2175
CI,1920,0.2178
CI,1930,0.2178
CI,1940,0.2176
CI,1950,0.2171
CI,1960,0.214
CI,1970,0.2133
CI,1980,0.3114
CI,1981,0.3114
CI,1982,0.3114
CI,1983,0.3113
CI,1984,0.3113
CI,1985,0.3114
CI,1986,0.3561
CI,1987,0.3367
CI,1988,0.3609
CI,1989,0.3602
CI,1990,0.359
CI,1991,0.3583
CI,1992,0.3569
CI,1993,0.3512
CI,1994,0.3435
CI,1995,0.3315
CI,1996,0.3407
CI,1997,0.3492
CI,1998,0.3539
CI,1999,0.3506
CI,2000,0.346
CI,2001,0.3369
CI,2002,0.3317
CI,2003,0.3322
CI,2004,0.3328
CI,2005,0.3331
CI,2006,0.3334
CI,2007,0.3337
CI,2008,0.3347
CI,2009,0.3357
CI,2010,0.3359
CI,2011,0.3361
CI,2012,0.3368
CI,2013,0.3377
CI,2014,0.3384
CI,2015,0.3406
CI,2016,0.3491
CI,2017,0.3534
CI,2018,0.3585
CI,2019,0.3603
CI,2020,0.3617
CI,2021,0.3626
CI,2022,0.3626
CI,2023,0.3627
CI,2024,0.3626
CL,1820,0.266
CL,1850,0.2583
CL,1880,0.2414
CL,1900,0.2319
CL,1910,0.2218
CL,1920,0.2217
CL,1930,0.2218
CL,1940,0.223
CL,1950,0.2379
CL,1960,0.2174
CL,1970,0.2174
CL,1980,0.2577
CL,1981,0.2577
CL,1982,0.2578
CL,1983,0.2576
CL,1984,0.2576
CL,1985,0.2577
CL,1986,0.2578
CL,1987,0.2578
CL,1988,0.2576
CL,1989,0.2577
CL,1990,0.2577
CL,1991,0.2576
CL,1992,0.2576
CL,1993,0.2578
CL,1994,0.2579
CL,1995,0.2579
CL,1996,0.2577
CL,1997,0.2575
CL,1998,0.2578
CL,1999,0.2579
CL,2000,0.2575
CL,2001,0.2582
CL,2002,0.2591
CL,2003,0.2608
CL,2004,0.2585
CL,2005,0.2574
CL,2006,0.2557
CL,2007,0.256
CL,2008,0.257
CL,2009,0.2573
CL,2010,0.2552
CL,2011,0.2504
CL,2012,0.2529
CL,2013,0.2483
CL,2014,0.2534
CL,2015,0.2536
CL,2016,0.2558
CL,2017,0.2561
CL,2018,0.2577
CL,2019,0.2598
CL,2020,0.2632
CL,2021,0.2608
CL,2022,0.2608
CL,2023,0.2612
CL,2024,0.2599
CM,1980,0.3081
CM,1981,0.3081
CM,1982,0.308
CM,1983,0.3082
CM,1984,0.3081
CM,1985,0.308
CM,1986,0.308
CM,1987,0.3082
CM,1988,0.3082
CM,1989,0.3083
CM,1990,0.3083
CM,1991,0.3081
CM,1992,0.3082
CM,1993,0.3079
CM,1994,0.3083
CM,1995,0.3081
CM,1996,0.308
CM,1997,0.3107
CM,1998,0.3142
CM,1999,0.3161
CM,2000,0.3196
CM,2001,0.3219
CM,2002,0.3235
CM,2003,0.3252
CM,2004,0.327
CM,2005,0.3289
CM,2006,0.3295
CM,2007,0.3313
CM,2008,0.3294
CM,2009,0.3282
CM,2010,0.3255
CM,2011,0.3236
CM,2012,0.3226
CM,2013,0.3217
CM,2014,0.3196
CM,2015,0.3229
CM,2016,0.3272
CM,2017,0.3315
CM,2018,0.3347
CM,2019,0.3408
CM,2020,0.3464
CM,2021,0.3501
CM,2022,0.3501
CM,2023,0.35
CM,2024,0.35
CN,1820,0.3247
CN,1850,0.3097
CN,1880,0.2567
CN,1900,0.2544
CN,1910,0.2568
CN,1920,0.2515
CN,1930,0.2476
CN,1940,0.3005
CN,1950,0.4325
CN,1960,0.4325
CN,1970,0.4325
CN,1978,0.4318
CN,1979,0.4318
CN,1980,0.4318
CN,1981,0.4318
CN,1982,0.4318
CN,1983,0.4318
CN,1984,0.4318
CN,1985,0.4318
CN,1986,0.4318
CN,1987,0.4318
CN,1988,0.4318
CN,1989,0.4318
CN,1990,0.4317
CN,1991,0.4315
CN,1992,0.4316
CN,1993,0.4317
CN,1994,0.4314
CN,1995,0.4311
CN,1996,0.4162
CN,1997,0.4046
CN,1998,0.3956
CN,1999,0.3884
CN,2000,0.3825
CN,2001,0.3776
CN,2002,0.3735
CN,2003,0.3734
CN,2004,0.3618
CN,2005,0.3495
CN,2006,0.3375
CN,2007,0.3237
CN,2008,0.3156
CN,2009,0.3062
CN,2010,0.3024
CN,2011,0.2665
CN,2012,0.2683
CN,2013,0.2683
CN,2014,0.2669
CN,2015,0.2615
CN,2016,0.2615
CN,2017,0.2582
CN,2018,0.259
CN,2019,0.2595
CN,2020,0.2571
CN,2021,0.2553
CN,2022,0.2563
CN,2023,0.2563
CN,2024,0.2563
CO,1820,0.2017
CO,1850,0.2006
CO,1880,0.2007
CO,1900,0.2032
CO,1910,0.2151
CO,1920,0.2151
CO,1930,0.2178
CO,1940,0.2176
CO,1950,0.2154
CO,1960,0.2023
CO,1970,0.2006
CO,1980,0.2566
CO,1981,0.2565
CO,1982,0.2567
CO,1983,0.2567
CO,1984,0.2566
CO,1985,0.2566
CO,1986,0.2567
CO,1987,0.2564
CO,1988,0.2564
CO,1989,0.2566
CO,1990,0.2567
CO,1991,0.2565
CO,1992,0.2563
CO,1993,0.2565
CO,1994,0.2566
CO,1995,0.2564
CO,1996,0.2565
CO,1997,0.2566
CO,1998,0.2564
CO,1999,0.2565
CO,2000,0.2563
CO,2001,0.2564
CO,2002,0.2563
CO,2003,0.2608
CO,2004,0.2581
CO,2005,0.2591
CO,2006,0.2589
CO,2007,0.2589
CO,2008,0.2584
CO,2009,0.2597
CO,2010,0.2609
CO,2011,0.2599
CO,2012,0.2649
CO,2013,0.2624
CO,2014,0.2729
CO,2015,0.2709
CO,2016,0.2695
CO,2017,0.2633
CO,2018,0.2613
CO,2019,0.2612
CO,2020,0.259
CO,2021,0.2589
CO,2022,0.2573
CO,2023,0.261
CO,2024,0.261
CR,1980,0.319
CR,1981,0.3189
CR,1982,0.3188
CR,1983,0.3191
CR,1984,0.3189
CR,1985,0.319
CR,1986,0.3192
CR,1987,0.3189
CR,1988,0.319
CR,1989,0.3191
CR,1990,0.3189
CR,1991,0.3192
CR,1992,0.3193
CR,1993,0.3193
CR,1994,0.3191
CR,1995,0.3191
CR,1996,0.3193
CR,1997,0.3188
CR,1998,0.3192
CR,1999,0.3193
CR,2000,0.3187
CR,2001,0.3192
CR,2002,0.3188
CR,2003,0.3192
CR,2004,0.319
CR,2005,0.3187
CR,2006,0.319
CR,2007,0.3188
CR,2008,0.3187
CR,2009,0.3188
CR,2010,0.3191
CR,2011,0.3179
CR,2012,0.3218
CR,2013,0.314
CR,2014,0.3144
CR,2015,0.3097
CR,2016,0.2969
CR,2017,0.3144
CR,2018,0.316
CR,2019,0.2934
CR,2020,0.2728
CR,2021,0.2671
CR,2022,0.3322
CR,2023,0.3314
CR,2024,0.3314
CU,1980,0.3225
CU,1981,0.3223
CU,1982,0.3223
CU,1983,0.3224
CU,1984,0.3222
CU,1985,0.3221
CU,1986,0.3223
CU,1987,0.3222
CU,1988,0.3221
CU,1989,0.3224
CU,1990,0.3222
CU,1991,0.3225
CU,1992,0.3221
CU,1993,0.3222
CU,1994,0.3222
CU,1995,0.3225
CU,1996,0.3224
CU,1997,0.3214
CU,1998,0.3225
CU,1999,0.3224
CU,2000,0.3223
CU,2001,0.3162
CU,2002,0.3163
CU,2003,0.3216
CU,2004,0.3266
CU,2005,0.336
CU,2006,0.3482
CU,2007,0.3271
CU,2008,0.3505
CU,2009,0.3537
CU,2010,0.3515
CU,2011,0.3633
CU,2012,0.3645
CU,2013,0.3642
CU,2014,0.3644
CU,2015,0.3652
CU,2016,0.3658
CU,2017,0.3635
CU,2018,0.3619
CU,2019,0.3614
CU,2020,0.3557
CU,2021,0.3565
CU,2022,0.3605
CU,2023,0.3562
CU,2024,0.3562
CV,1980,0.2601
CV,1981,0.2604
CV,1982,0.2602
CV,1983,0.2601
CV,1984,0.26
CV,1985,0.2604
CV,1986,0.2603
CV,1987,0.2603
CV,1988,0.2604
CV,1989,0.26
CV,1990,0.2604
CV,1991,0.2602
CV,1992,0.2602
CV,1993,0.2603
CV,1994,0.2602
CV,1995,0.2601
CV,1996,0.2603
CV,1997,0.2601
CV,1998,0.26
CV,1999,0.2601
CV,2000,0.2603
CV,2001,0.2602
CV,2002,0.262
CV,2003,0.2645
CV,2004,0.2672
CV,2005,0.2699
CV,2006,0.2818
CV,2007,0.2989
CV,2008,0.307
CV,2009,0.3112
CV,2010,0.3159
CV,2011,0.3199
CV,2012,0.3237
CV,2013,0.3293
CV,2014,0.3332
CV,2015,0.3383
CV,2016,0.3383
CV,2017,0.3383
CV,2018,0.3382
CV,2019,0.3383
CV,2020,0.3383
CV,2021,0.3382
CV,2022,0.3382
CV,2023,0.3382
CV,2024,0.3382
CW,1980,0.2743
CW,1981,0.2749
CW,1982,0.2752
CW,1983,0.2753
CW,1984,0.2763
CW,1985,0.2767
CW,1986,0.2775
CW,1987,0.2778
CW,1988,0.2781
CW,1989,0.2758
CW,1990,0.277
CW,1991,0.2793
CW,1992,0.2802
CW,1993,0.2809
CW,1994,0.283
CW,1995,0.2907
CW,1996,0.291
CW,1997,0.2928
CW,1998,0.2942
CW,1999,0.2953
CW,2000,0.296
CW,2001,0.2971
CW,2002,0.2978
CW,2003,0.3
CW,2004,0.3026
CW,2005,0.3037
CW,2006,0.3053
CW,2007,0.3059
CW,2008,0.3077
CW,2009,0.3087
CW,2010,0.3094
CW,2011,0.312
CW,2012,0.315
CW,2013,0.318
CW,2014,0.3201
CW,2015,0.3231
CW,2016,0.3268
CW,2017,0.3299
CW,2018,0.3324
CW,2019,0.3354
CW,2020,0.3389
CW,2021,0.3387
CW,2022,0.3394
CW,2023,0.3386
CW,2024,0.3387
CY,1980,0.3996
CY,1981,0.3997
CY,1982,0.3997
CY,1983,0.3998
CY,1984,0.3999
CY,1985,0.3998
CY,1986,0.3996
CY,1987,0.3997
CY,1988,0.3996
CY,1989,0.3994
CY,1990,0.3997
CY,1991,0.4
CY,1992,0.4004
CY,1993,0.4005
CY,1994,0.4005
CY,1995,0.4005
CY,1996,0.4024
CY,1997,0.4045
CY,1998,0.3968
CY,1999,0.4022
CY,2000,0.4045
CY,2001,0.4025
CY,2002,0.3992
CY,2003,0.4012
CY,2004,0.4084
CY,2005,0.4085
CY,2006,0.4071
CY,2007,0.3778
CY,2008,0.3761
CY,2009,0.3766
CY,2010,0.3742
CY,2011,0.3747
CY,2012,0.3727
CY,2013,0.372
CY,2014,0.372
CY,2015,0.3356
CY,2016,0.3097
CY,2017,0.2898
CY,2018,0.2873
CY,2019,0.2923
CY,2020,0.2928
CY,2021,0.2938
CY,2022,0.2911
CY,2023,0.2928
CY,2024,0.2926
CZ,1980,0.3898
CZ,1981,0.3898
CZ,1982,0.3898
CZ,1983,0.3898
CZ,1984,0.3898
CZ,1985,0.3898
CZ,1986,0.3898
CZ,1987,0.3898
CZ,1988,0.3898
CZ,1989,0.3898
CZ,1990,0.3898
CZ,1991,0.3896
CZ,1992,0.3887
CZ,1993,0.3881
CZ,1994,0.3875
CZ,1995,0.3876
CZ,1996,0.3875
CZ,1997,0.3879
CZ,1998,0.3871
CZ,1999,0.3873
CZ,2000,0.3875
CZ,2001,0.3874
CZ,2002,0.3877
CZ,2003,0.3876
CZ,2004,0.3874
CZ,2005,0.3871
CZ,2006,0.3841
CZ,2007,0.3809
CZ,2008,0.3775
CZ,2009,0.3825
CZ,2010,0.3793
CZ,2011,0.3784
CZ,2012,0.3781
CZ,2013,0.3755
CZ,2014,0.3715
CZ,2015,0.3748
CZ,2016,0.375
CZ,2017,0.3728
CZ,2018,0.3707
CZ,2019,0.3705
CZ,2020,0.3711
CZ,2021,0.37
CZ,2022,0.3705
CZ,2023,0.3673
CZ,2024,0.3651
DE,1820,0.1233
DE,1850,0.1098
DE,1880,0.129
DE,1895,0.1332
DE,1896,0.1317
DE,1897,0.126
DE,1899,0.1253
DE,1900,0.1273
DE,1902,0.1271
DE,1905,0.1277
DE,1908,0.127
DE,1910,0.1333
DE,1911,0.1313
DE,1914,0.1357
DE,1920,0.2371
DE,1924,0.2385
DE,1927,0.236
DE,1930,0.2182
DE,1934,0.2596
DE,1940,0.2383
DE,1950,0.3574
DE,1953,0.3686
DE,1957,0.3489
DE,1960,0.3246
DE,1963,0.3326
DE,1966,0.3401
DE,1969,0.3769
DE,1970,0.3506
DE,1972,0.364
DE,1974,0.3521
DE,1977,0.3382
DE,1980,0.33
DE,1981,0.3663
DE,1982,0.3951
DE,1983,0.4166
DE,1984,0.4198
DE,1985,0.4229
DE,1986,0.4254
DE,1987,0.4244
DE,1988,0.4217
DE,1989,0.4189
DE,1990,0.4205
DE,1991,0.4174
DE,1992,0.4108
DE,1993,0.4035
DE,1994,0.4021
DE,1995,0.3981
DE,1996,0.3923
DE,1997,0.3887
DE,1998,0.3838
DE,1999,0.381
DE,2000,0.3856
DE,2001,0.3902
DE,2002,0.392
DE,2003,0.3938
DE,2004,0.3871
DE,2005,0.3821
DE,2006,0.3797
DE,2007,0.3721
DE,2008,0.3697
DE,2009,0.3763
DE,2010,0.3795
DE,2011,0.381
DE,2012,0.3842
DE,2013,0.382
DE,2014,0.379
DE,2015,0.379
DE,2016,0.379
DE,2017,0.3799
DE,2018,0.3774
DE,2019,0.38
DE,2020,0.3823
DE,2021,0.3801
DE,2022,0.3805
DE,2023,0.3812
DE,2024,0.3805
DJ,1980,0.3485
DJ,1981,0.3485
DJ,1982,0.3485
DJ,1983,0.3486
DJ,1984,0.3487
DJ,1985,0.3485
DJ,1986,0.3486
DJ,1987,0.3486
DJ,1988,0.3487
DJ,1989,0.3484
DJ,1990,0.3487
DJ,1991,0.3485
DJ,1992,0.3485
DJ,1993,0.3486
DJ,1994,0.3487
DJ,1995,0.3487
DJ,1996,0.3486
DJ,1997,0.3485
DJ,1998,0.3488
DJ,1999,0.3486
DJ,2000,0.3487
DJ,2001,0.3487
DJ,2002,0.3486
DJ,2003,0.3463
DJ,2004,0.3437
DJ,2005,0.3381
DJ,2006,0.3357
DJ,2007,0.333
DJ,2008,0.3308
DJ,2009,0.329
DJ,2010,0.3255
DJ,2011,0.3229
DJ,2012,0.3215
DJ,2013,0.3228
DJ,2014,0.3261
DJ,2015,0.3293
DJ,2016,0.332
DJ,2017,0.3339
DJ,2018,0.3338
DJ,2019,0.3338
DJ,2020,0.3339
DJ,2021,0.3338
DJ,2022,0.3339
DJ,2023,0.3338
DJ,2024,0.3339
DK,1820,0.3702
DK,1850,0.3557
DK,1880,0.351
DK,1900,0.3234
DK,1910,0.3315
DK,1920,0.4106
DK,1930,0.4638
DK,1940,0.459
DK,1950,0.4954
DK,1960,0.4944
DK,1970,0.5007
DK,1980,0.504
DK,1981,0.5048
DK,1982,0.4936
DK,1983,0.4762
DK,1984,0.5056
DK,1985,0.5116
DK,1986,0.5152
DK,1987,0.507
DK,1988,0.4889
DK,1989,0.4726
DK,1990,0.4773
DK,1991,0.463
DK,1992,0.4641
DK,1993,0.4449
DK,1994,0.4487
DK,1995,0.4508
DK,1996,0.4483
DK,1997,0.4302
DK,1998,0.4311
DK,1999,0.4186
DK,2000,0.4221
DK,2001,0.4481
DK,2002,0.4645
DK,2003,0.4596
DK,2004,0.4484
DK,2005,0.4315
DK,2006,0.4326
DK,2007,0.4353
DK,2008,0.4629
DK,2009,0.4609
DK,2010,0.4547
DK,2011,0.4699
DK,2012,0.4649
DK,2013,0.4597
DK,2014,0.4556
DK,2015,0.4576
DK,2016,0.4564
DK,2017,0.4535
DK,2018,0.4525
DK,2019,0.4552
DK,2020,0.4552
DK,2021,0.4521
DK,2022,0.4528
DK,2023,0.4581
DK,2024,0.4569
DM,1980,0.2745
DM,1981,0.2745
DM,1982,0.2751
DM,1983,0.2757
DM,1984,0.2762
DM,1985,0.2767
DM,1986,0.2773
DM,1987,0.2779
DM,1988,0.2782
DM,1989,0.276
DM,1990,0.277
DM,1991,0.2794
DM,1992,0.28
DM,1993,0.2812
DM,1994,0.2828
DM,1995,0.2905
DM,1996,0.2914
DM,1997,0.2927
DM,1998,0.2941
DM,1999,0.2954
DM,2000,0.2958
DM,2001,0.297
DM,2002,0.2979
DM,2003,0.3002
DM,2004,0.3028
DM,2005,0.3039
DM,2006,0.305
DM,2007,0.3062
DM,2008,0.3078
DM,2009,0.3086
DM,2010,0.3092
DM,2011,0.3121
DM,2012,0.3153
DM,2013,0.3184
DM,2014,0.32
DM,2015,0.3233
DM,2016,0.3267
DM,2017,0.3297
DM,2018,0.3324
DM,2019,0.3354
DM,2020,0.3396
DM,2021,0.3384
DM,2022,0.3393
DM,2023,0.3395
DM,2024,0.3391
DO,1980,0.3015
DO,1981,0.3016
